clsprty,stfeco,gndr,agea,edulvlb,
1,7,1,54,313,
1,10,1,67,212,
1,4,2,39,422,
1,3,2,43,212,
2,7,1,23,313,
1,8,1,71,212,
2,6,1,22,313,
1,7,1,42,423,
1,7,1,65,322,
1,8,1,40,322,
1,6,2,66,213,
1,3,1,56,322,
1,3,2,49,212,
2,6,1,56,322,
2,8,1,61,423,
2,2,2,24,313,
1,10,1,49,800,
2,7,2,31,720,
1,7,2,26,322,
1,10,1,53,322,
1,5,1,53,322,
1,8,1,60,212,
2,8,1,23,322,
2,6,2,46,322,
2,10,1,44,322,
1,6,2,40,322,
1,8,1,40,423,
1,8,1,43,322,
2,7,1,26,322,
1,8,1,58,322,
1,4,1,77,5555,
2,7,1,22,322,
1,8,2,59,423,
2,8,2,49,322,
2,7,1,74,322,
2,8,1,37,322,
1,8,2,74,322,
2,3,2,27,322,
2,9,1,62,322,
1,7,1,43,422,
2,4,2,63,113,
1,7,2,68,322,
2,8,2,32,322,
1,10,1,43,322,
1,8,1,70,322,
2,5,2,38,720,
1,8,2,52,610,
1,7,2,39,720,
2,7,1,25,322,
1,6,1,38,322,
1,7,1,56,610,
1,8,2,70,212,
2,7,2,48,313,
1,8,2,88,322,
2,6,2,40,322,
1,8,2,53,322,
1,8,2,34,710,
1,10,1,76,322,
2,7,1,65,322,
1,7,2,67,322,
2,7,2,40,322,
1,8,1,62,322,
2,8,2,40,423,
2,7,2,63,212,
2,8,2,49,212,
2,7,1,51,322,
2,6,2,64,212,
1,6,1,85,423,
1,1,1,38,322,
1,5,1,62,322,
2,8,1,51,212,
1,7,1,57,800,
2,4,1,25,212,
2,7,1,37,322,
1,6,2,37,720,
1,3,1,67,322,
1,8,1,74,322,
1,7,2,58,800,
2,8,2,16,213,
2,5,1,46,720,
1,2,2,60,322,
1,6,1,56,322,
1,8,1,31,322,
1,8,1,45,423,
1,6,1,64,322,
2,7,1,40,322,
2,4,2,35,322,
1,7,2,37,610,
1,7,1,56,322,
1,8,2,63,212,
2,10,2,61,422,
1,7,2,66,322,
2,8,2,18,313,
1,3,2,43,212,
1,8,1,76,720,
1,6,1,57,322,
1,8,2,71,212,
1,9,2,42,423,
1,9,2,70,212,
1,9,1,30,423,
1,7,2,75,313,
2,6,2,45,423,
1,6,1,41,322,
1,8,2,47,322,
1,8,1,76,322,
2,3,1,42,313,
2,5,1,47,322,
2,6,1,39,423,
1,4,2,73,322,
1,6,2,69,212,
2,10,2,47,322,
2,6,1,49,322,
1,9,2,999,610,
1,10,1,52,322,
2,6,2,57,422,
1,9,2,67,610,
2,88,2,63,212,
2,88,2,74,610,
2,6,2,48,422,
1,6,2,69,610,
1,3,1,52,212,
2,8,1,86,322,
1,8,2,69,423,
2,3,2,66,322,
1,9,1,28,423,
1,7,2,70,322,
1,6,2,55,322,
1,5,2,46,322,
2,4,1,30,322,
2,7,2,43,620,
2,7,2,86,322,
2,8,1,45,322,
1,6,2,75,212,
1,5,1,27,212,
1,4,2,62,610,
1,8,1,63,423,
1,7,2,69,212,
1,9,1,26,322,
2,7,1,28,313,
1,3,2,63,322,
1,8,2,60,423,
2,5,1,89,322,
2,7,1,36,322,
2,10,1,50,322,
1,7,2,52,322,
1,7,1,28,322,
1,7,2,83,212,
1,8,2,27,610,
1,7,1,75,322,
1,6,2,42,313,
1,10,2,59,322,
2,6,1,59,322,
1,8,2,78,212,
1,8,1,59,322,
2,8,1,54,720,
1,9,2,52,322,
1,9,2,32,720,
2,8,2,50,423,
1,5,1,42,322,
2,6,2,61,322,
1,8,2,72,422,
2,7,1,27,322,
2,6,1,60,322,
2,88,1,20,322,
2,3,1,33,322,
2,5,2,37,520,
2,9,1,35,610,
2,7,2,74,212,
2,8,2,66,212,
2,2,2,56,322,
2,5,2,59,322,
2,6,2,74,322,
2,5,2,49,322,
1,7,2,60,322,
1,3,1,88,322,
1,7,2,52,322,
1,7,2,51,322,
2,77,2,20,212,
1,5,2,55,212,
2,8,2,56,422,
1,7,2,73,212,
1,7,2,77,620,
1,3,1,50,322,
2,7,2,59,322,
2,88,2,80,212,
1,6,2,50,422,
2,5,1,60,322,
8,6,1,56,322,
1,9,2,52,212,
1,7,2,29,322,
2,5,2,19,322,
1,8,1,61,423,
2,8,2,41,520,
2,8,1,50,322,
1,8,1,70,720,
1,7,1,49,423,
1,7,2,69,212,
1,6,2,30,322,
1,8,2,33,423,
2,8,2,83,212,
1,9,1,43,322,
1,5,1,33,322,
1,8,2,67,422,
2,8,2,36,322,
1,8,2,69,322,
1,6,2,43,423,
2,7,1,70,322,
2,5,2,65,322,
2,7,2,47,322,
1,7,2,61,800,
1,7,1,38,322,
2,5,2,52,322,
2,7,1,84,423,
1,6,2,29,800,
1,7,2,22,620,
1,8,2,64,322,
2,7,2,33,423,
2,7,2,49,322,
2,6,2,49,422,
2,4,2,37,212,
2,6,2,66,322,
1,5,1,30,313,
2,9,2,58,322,
1,4,2,35,423,
1,3,1,67,322,
1,9,2,80,322,
1,6,1,62,423,
1,8,1,79,322,
1,8,2,89,322,
1,6,1,19,212,
1,6,2,57,322,
1,7,2,38,313,
2,88,2,59,212,
1,8,2,56,423,
2,8,2,28,322,
2,10,2,53,113,
2,6,2,54,322,
1,8,2,79,322,
2,7,2,59,322,
1,9,2,57,610,
1,8,1,55,322,
1,9,2,38,422,
1,7,2,37,322,
2,5,1,54,322,
1,9,1,63,720,
2,6,1,37,423,
2,6,2,56,322,
1,8,2,35,423,
2,8,2,44,322,
1,8,2,76,212,
2,8,1,64,423,
1,7,1,44,423,
2,5,2,15,213,
2,9,1,26,423,
2,6,2,31,313,
1,10,1,62,322,
2,7,2,22,322,
1,7,2,67,422,
2,6,2,39,322,
2,8,1,55,212,
2,88,2,41,422,
2,6,1,30,610,
1,2,2,55,322,
1,8,1,69,322,
1,9,2,25,423,
2,8,1,90,800,
1,8,1,52,322,
2,7,1,68,423,
1,8,2,85,313,
2,8,2,54,423,
1,7,2,53,322,
1,7,1,35,322,
1,7,2,23,322,
2,3,1,32,322,
2,6,2,77,212,
1,6,2,75,322,
1,7,2,45,720,
2,3,2,35,423,
2,7,2,30,423,
1,7,2,69,322,
2,4,2,67,212,
2,8,1,27,322,
2,9,1,59,322,
1,7,1,64,322,
2,7,2,29,720,
2,3,2,70,212,
1,8,1,18,322,
2,7,2,51,322,
2,4,1,55,322,
2,8,1,51,322,
1,7,2,78,322,
2,7,1,40,720,
2,7,2,34,322,
7,7,2,61,423,
1,7,2,42,422,
2,5,1,16,213,
1,8,2,78,720,
2,4,1,40,620,
2,10,1,49,212,
2,6,1,56,423,
1,10,2,79,322,
2,8,1,75,322,
1,5,2,52,322,
2,8,2,57,423,
2,10,2,48,720,
1,8,2,83,322,
2,6,1,53,322,
2,7,2,25,212,
2,3,2,27,322,
1,8,2,78,212,
1,6,2,52,322,
2,6,1,45,322,
1,4,1,55,322,
2,8,1,72,212,
1,10,1,66,322,
1,7,2,78,212,
2,88,2,47,322,
1,7,2,73,322,
1,10,2,53,322,
2,8,2,28,322,
1,7,1,58,322,
2,7,1,72,313,
1,7,1,25,322,
1,8,2,63,610,
1,8,2,29,322,
1,9,2,16,213,
2,6,2,22,322,
1,8,2,65,212,
1,7,1,43,322,
1,5,2,32,620,
2,7,1,41,313,
1,9,1,67,720,
1,8,2,39,720,
1,3,1,52,322,
1,8,1,54,212,
1,6,1,64,322,
2,6,1,16,322,
1,2,1,50,212,
1,7,1,39,322,
1,4,1,37,322,
2,0,2,81,322,
1,7,2,44,212,
2,7,2,43,322,
2,8,2,75,422,
2,5,2,57,212,
1,7,1,50,313,
1,9,2,72,212,
2,9,1,16,322,
2,3,2,41,423,
1,7,2,43,322,
2,6,2,57,322,
1,7,2,54,322,
2,8,1,53,322,
1,8,2,69,212,
1,5,1,72,720,
2,8,2,53,313,
1,10,2,24,322,
1,6,2,68,212,
1,7,2,24,322,
2,7,1,15,322,
2,2,2,31,322,
2,5,1,26,322,
1,7,2,74,422,
1,6,1,62,212,
1,7,2,34,322,
1,6,2,61,800,
1,7,1,37,322,
8,5,1,82,322,
2,2,2,23,322,
1,8,2,27,313,
2,4,2,27,322,
1,2,2,26,322,
1,8,1,63,322,
1,4,1,53,212,
1,9,2,52,720,
1,88,2,71,212,
2,10,2,42,212,
2,3,2,63,322,
1,7,1,41,423,
1,6,1,49,322,
1,9,1,21,322,
2,6,2,38,322,
1,7,1,48,423,
2,7,2,33,322,
2,8,1,60,322,
1,8,2,81,113,
1,6,2,44,322,
1,9,1,54,212,
1,10,1,85,423,
2,7,1,58,212,
2,4,2,64,322,
2,7,2,51,322,
1,5,1,65,710,
2,7,1,42,322,
2,5,2,60,322,
1,7,1,88,7777,
2,7,2,50,322,
1,10,2,68,322,
2,7,1,15,213,
2,6,2,52,322,
2,9,1,68,212,
2,6,2,54,610,
2,6,2,18,212,
1,8,2,27,620,
1,7,1,73,322,
2,7,2,57,212,
1,8,1,60,322,
2,6,2,50,720,
2,7,2,17,423,
1,7,1,32,620,
1,9,1,71,720,
2,7,1,66,212,
2,6,1,54,322,
2,8,2,28,620,
2,7,2,60,322,
1,4,2,48,322,
1,7,1,78,520,
1,6,1,37,322,
2,7,2,19,322,
1,1,1,36,322,
2,3,2,57,212,
1,9,1,64,423,
2,9,1,29,0,
2,7,1,48,423,
1,7,2,78,322,
1,8,1,49,423,
1,6,2,29,322,
2,6,1,26,313,
2,9,1,31,322,
1,6,2,28,322,
2,6,2,58,422,
8,8,2,41,322,
1,6,1,55,212,
2,7,2,43,313,
1,88,1,81,800,
2,6,2,32,212,
1,9,1,45,322,
2,6,2,53,322,
2,7,2,37,720,
2,6,2,67,313,
1,7,2,46,422,
1,8,1,59,610,
1,88,1,63,322,
2,7,1,59,322,
1,8,2,79,322,
1,9,2,56,710,
2,4,2,53,322,
1,3,2,78,322,
2,7,2,27,322,
2,88,2,40,322,
2,9,2,61,322,
1,8,1,32,720,
1,8,2,60,212,
2,7,2,53,423,
1,8,2,39,322,
1,88,2,86,212,
1,7,2,80,322,
2,6,1,22,322,
1,6,2,73,423,
2,7,1,68,322,
1,7,1,80,322,
2,5,2,31,610,
1,9,2,84,710,
2,6,1,41,322,
2,6,1,69,322,
1,6,2,34,313,
1,8,1,22,423,
2,8,2,55,322,
2,6,2,19,322,
1,7,1,33,710,
2,4,1,83,322,
1,9,1,79,212,
1,5,1,50,422,
2,2,2,55,313,
2,6,1,49,322,
2,4,1,50,322,
1,6,2,32,423,
1,7,2,66,322,
1,7,2,53,322,
1,4,1,69,423,
2,8,1,85,113,
1,7,1,79,322,
1,6,2,54,322,
2,7,2,88,610,
1,7,1,40,322,
1,8,2,33,520,
1,10,2,25,423,
2,7,2,48,422,
1,6,2,80,212,
1,8,1,62,322,
2,7,2,25,423,
2,7,2,28,422,
1,7,2,68,322,
1,8,2,37,620,
1,8,2,69,322,
1,8,2,75,720,
1,6,1,55,322,
1,8,1,52,423,
2,7,2,79,322,
2,9,2,60,322,
2,6,1,34,322,
2,6,1,28,620,
1,10,1,66,322,
1,9,2,48,720,
1,9,1,36,520,
1,6,2,48,423,
2,7,1,77,322,
2,7,2,62,720,
2,88,2,48,322,
1,3,2,74,322,
1,8,2,63,322,
2,8,1,48,710,
1,7,2,63,322,
1,8,2,28,322,
2,8,2,67,322,
1,6,2,49,322,
1,9,1,40,720,
2,7,1,46,322,
1,8,1,59,322,
2,7,1,58,800,
2,88,2,67,212,
2,0,2,74,322,
1,9,1,51,710,
2,5,2,26,322,
2,6,2,48,322,
1,8,2,39,212,
2,8,1,29,322,
1,10,1,71,322,
1,8,1,19,423,
1,7,1,82,322,
1,8,1,38,720,
2,8,1,16,212,
2,7,2,28,322,
1,8,2,24,720,
2,4,2,77,322,
2,8,1,51,322,
1,10,1,78,322,
2,7,1,51,7777,
1,8,2,62,322,
2,7,1,58,322,
2,8,1,17,213,
1,9,1,33,322,
7,8,2,68,322,
1,8,2,79,322,
1,8,2,45,423,
2,9,1,29,313,
1,7,1,68,322,
1,5,2,39,322,
2,4,1,49,212,
2,5,2,44,212,
1,9,1,34,322,
1,8,2,44,720,
2,7,2,49,610,
1,6,1,65,322,
1,5,2,19,313,
2,6,2,44,322,
2,7,2,43,322,
1,7,1,90,212,
1,5,2,57,212,
7,7,2,64,212,
2,5,2,30,322,
1,6,2,58,322,
2,7,2,77,710,
1,8,2,33,322,
1,5,1,87,113,
1,5,2,76,212,
1,9,2,41,322,
2,7,2,30,322,
2,8,1,29,322,
2,9,2,51,212,
2,8,2,45,322,
2,10,1,43,720,
2,5,1,63,322,
2,2,2,27,322,
1,8,2,61,720,
1,8,1,68,322,
2,8,1,59,322,
1,7,2,71,720,
2,8,2,63,610,
1,8,1,54,313,
2,8,2,50,520,
2,7,1,76,322,
1,5,1,68,520,
2,7,1,60,520,
1,9,1,51,322,
2,5,2,61,322,
1,8,2,75,212,
2,6,1,61,313,
1,7,1,39,423,
1,8,1,32,423,
2,10,2,29,0,
2,10,2,22,0,
1,3,2,63,322,
2,10,2,33,322,
1,6,1,52,710,
2,7,1,37,322,
1,5,1,57,610,
2,9,2,39,322,
1,9,2,65,422,
1,5,1,71,212,
8,6,2,48,322,
1,3,2,51,322,
1,8,2,40,322,
2,5,2,62,322,
2,6,1,52,322,
2,6,2,27,610,
1,5,1,48,322,
1,5,2,78,313,
2,7,2,39,423,
2,10,2,49,113,
2,7,2,60,322,
1,7,2,19,212,
1,7,1,26,322,
2,7,2,40,113,
2,9,2,26,322,
1,7,2,60,313,
1,5,2,82,212,
1,3,1,39,322,
1,6,2,47,720,
2,10,2,38,322,
2,9,1,37,423,
1,10,1,64,322,
1,5,2,31,423,
1,4,2,22,212,
1,8,2,58,212,
2,3,1,65,322,
1,5,2,82,212,
2,9,1,25,322,
1,7,1,46,313,
2,7,1,50,322,
1,7,2,42,720,
2,5,2,46,322,
1,8,1,51,322,
1,8,2,68,322,
2,7,1,52,322,
2,6,1,58,313,
1,7,1,24,322,
1,8,2,65,322,
2,10,2,34,322,
1,10,2,52,720,
1,7,1,28,620,
1,9,1,85,322,
2,8,1,16,313,
1,8,1,67,322,
1,7,1,78,313,
1,8,1,71,322,
1,7,2,60,322,
1,6,1,47,322,
2,8,2,21,520,
2,88,2,75,212,
1,5,2,86,422,
1,7,2,49,422,
2,7,2,26,620,
2,7,2,38,322,
2,5,2,83,212,
1,9,1,33,322,
1,77,2,20,313,
2,6,1,58,322,
2,8,2,54,0,
2,6,2,29,322,
2,7,2,31,313,
2,7,1,63,720,
2,6,2,58,322,
1,7,2,53,610,
2,2,1,54,212,
1,8,1,70,322,
2,8,1,56,0,
2,3,1,37,322,
2,8,1,75,423,
1,10,1,49,520,
2,6,1,37,322,
1,8,1,18,322,
1,4,1,53,212,
2,6,2,76,322,
1,9,1,34,322,
1,8,1,58,322,
2,9,1,24,423,
1,7,1,72,423,
2,6,1,67,322,
1,4,2,36,720,
1,8,1,39,322,
2,5,2,46,322,
1,9,2,78,212,
2,8,1,49,322,
2,8,2,65,800,
1,7,1,57,322,
2,10,2,26,212,
2,9,2,60,322,
1,9,2,32,322,
2,7,2,62,322,
2,8,1,38,322,
2,88,2,22,322,
1,2,2,70,322,
1,7,1,68,322,
2,8,2,44,313,
1,9,2,67,322,
1,6,1,70,322,
2,1,1,47,322,
1,9,2,63,322,
2,5,1,51,322,
2,5,2,50,322,
2,88,2,16,322,
1,8,2,36,720,
2,7,2,56,322,
1,10,1,58,322,
2,7,1,40,313,
1,8,1,41,322,
7,10,1,27,322,
2,6,2,72,322,
2,8,1,34,620,
2,8,2,62,322,
1,8,2,63,322,
1,7,2,25,423,
2,8,1,24,313,
2,5,1,50,610,
1,9,1,63,322,
1,8,2,83,322,
2,7,2,20,212,
7,8,2,53,313,
2,6,1,52,322,
1,8,2,74,212,
1,7,2,70,212,
1,2,1,49,322,
1,1,1,62,322,
1,9,1,83,322,
1,10,2,48,322,
2,7,2,49,322,
2,5,1,51,212,
1,8,2,63,212,
1,3,2,51,322,
1,8,2,28,322,
2,5,2,60,212,
1,9,1,74,322,
2,4,1,27,322,
2,0,2,58,212,
1,8,1,54,322,
1,9,2,35,423,
2,6,1,58,322,
2,6,2,20,212,
2,5,2,29,322,
1,9,1,55,520,
2,6,1,69,322,
1,7,1,47,710,
1,3,1,21,322,
1,8,1,66,322,
1,9,1,48,313,
1,4,2,38,322,
1,7,2,49,322,
1,8,2,85,113,
2,6,1,65,322,
2,0,2,38,620,
1,7,1,76,322,
2,8,2,74,610,
1,7,2,51,720,
1,4,1,29,322,
2,7,1,33,322,
2,5,2,70,322,
2,7,2,61,322,
1,6,2,51,422,
2,7,1,58,610,
1,4,2,42,212,
1,8,2,73,720,
2,7,2,45,422,
1,9,1,41,322,
2,5,2,51,212,
2,7,1,33,720,
2,88,2,80,212,
2,6,1,49,322,
1,9,2,46,313,
2,7,2,59,322,
1,8,2,56,322,
2,8,1,43,710,
2,7,2,31,322,
2,4,2,40,322,
2,5,2,62,322,
1,8,2,70,212,
2,6,1,37,322,
1,10,2,23,322,
2,5,2,30,322,
2,4,1,67,322,
2,7,2,48,322,
2,7,1,47,322,
1,10,2,50,800,
1,8,1,55,322,
1,4,2,60,422,
2,8,2,78,212,
1,7,2,29,710,
1,8,1,58,720,
2,10,1,37,322,
2,9,1,33,322,
1,6,2,75,610,
2,8,1,47,720,
2,9,2,46,322,
2,6,1,46,710,
2,7,1,32,322,
2,8,1,17,213,
1,4,1,63,322,
1,7,1,75,322,
2,88,2,34,322,
1,8,1,80,322,
2,8,1,37,322,
2,7,1,26,322,
1,9,1,57,322,
2,5,1,47,212,
1,4,1,59,212,
7,7,2,77,212,
1,8,2,56,322,
2,4,2,59,212,
1,7,1,69,322,
1,4,1,61,422,
1,8,2,70,322,
2,2,2,53,212,
1,7,1,54,322,
1,8,2,85,322,
2,6,1,44,322,
1,10,1,65,322,
1,7,2,58,710,
2,7,1,48,313,
2,6,2,76,113,
1,2,1,26,322,
2,8,1,77,212,
1,6,1,41,322,
1,8,2,82,212,
1,8,2,50,313,
2,6,2,37,212,
2,7,1,69,423,
2,7,1,27,322,
1,10,2,47,212,
2,7,1,51,423,
2,0,2,49,212,
1,4,1,46,322,
1,7,2,78,322,
2,7,2,69,423,
1,8,1,32,322,
2,5,2,52,422,
1,8,2,53,322,
2,2,1,63,322,
2,9,2,18,213,
2,9,1,34,423,
2,9,1,72,720,
2,3,1,28,322,
1,10,1,76,322,
2,5,2,52,212,
1,9,2,62,212,
1,6,2,56,212,
2,6,2,49,720,
2,8,1,74,322,
2,9,1,16,213,
1,8,2,49,322,
2,6,1,39,322,
1,8,1,33,520,
1,8,2,50,322,
2,88,1,17,212,
2,7,2,24,620,
1,5,2,63,610,
2,7,1,44,322,
1,8,1,31,322,
1,7,1,24,212,
2,7,1,78,212,
1,10,1,46,520,
1,8,2,34,322,
7,5,2,37,322,
7,6,2,77,212,
2,4,1,56,720,
1,8,1,68,322,
2,5,2,65,322,
1,7,2,65,322,
2,3,1,74,322,
2,5,2,41,423,
1,7,2,82,322,
2,5,1,15,212,
2,8,1,49,322,
1,2,1,67,322,
7,5,1,74,520,
1,8,2,63,322,
2,6,2,76,212,
2,7,1,53,322,
1,9,1,75,322,
1,9,2,35,422,
2,7,2,24,423,
2,4,2,59,212,
1,8,1,53,322,
2,6,1,56,313,
2,7,2,29,313,
2,10,1,77,423,
2,5,2,57,0,
7,7,2,78,322,
1,4,1,72,322,
1,88,1,48,322,
1,6,1,70,212,
1,7,1,56,322,
2,10,1,36,520,
1,5,2,90,212,
2,8,2,86,322,
1,8,1,57,710,
2,8,2,27,720,
2,10,2,44,322,
1,7,2,63,313,
2,9,1,30,322,
2,10,2,73,322,
2,7,2,58,322,
1,10,1,58,423,
2,8,1,70,520,
2,3,2,41,212,
1,8,2,88,212,
1,10,1,67,520,
2,6,1,49,322,
2,8,1,42,322,
1,5,2,61,322,
2,7,2,44,423,
1,4,1,76,322,
2,7,2,57,212,
2,7,1,68,423,
1,4,1,44,322,
1,5,1,39,322,
2,88,2,33,212,
2,5,1,32,322,
2,5,2,66,422,
2,7,2,38,720,
1,7,1,51,212,
2,6,2,26,322,
1,10,2,39,720,
1,6,1,57,520,
1,7,1,64,212,
2,8,1,44,710,
1,7,2,28,423,
1,7,1,28,313,
1,8,2,29,720,
1,7,1,65,322,
2,5,1,54,212,
2,7,2,21,620,
1,9,1,38,422,
1,5,1,28,322,
1,88,2,54,710,
1,5,1,43,423,
1,9,1,76,322,
1,8,2,48,422,
1,7,1,62,322,
2,8,2,24,322,
1,9,2,29,322,
1,2,2,31,322,
7,3,2,74,322,
2,9,2,75,212,
1,88,2,87,113,
1,8,2,69,322,
2,5,2,58,422,
1,6,2,32,322,
2,7,1,72,322,
2,88,2,67,212,
2,8,1,40,322,
1,7,2,24,620,
1,8,1,78,322,
1,4,2,50,212,
1,7,1,52,322,
2,9,1,57,322,
2,8,2,68,322,
2,7,2,55,322,
1,7,2,69,322,
1,4,2,81,720,
2,8,2,38,322,
1,9,1,17,212,
2,7,1,18,212,
2,5,2,35,212,
1,7,2,64,212,
1,7,1,67,322,
2,6,2,51,322,
1,8,2,34,322,
2,8,1,36,423,
1,8,2,62,720,
1,7,1,64,520,
1,7,1,85,322,
2,4,2,57,322,
2,7,1,999,422,
1,6,2,38,520,
2,4,1,65,322,
1,7,2,78,322,
1,6,2,38,620,
2,6,2,24,212,
2,8,2,85,212,
2,8,1,28,212,
1,10,2,83,212,
1,10,2,57,322,
1,8,2,43,720,
2,8,1,61,322,
2,2,1,41,212,
2,3,1,20,322,
1,7,2,71,610,
2,8,2,40,322,
2,6,1,55,322,
1,7,2,78,212,
1,9,1,42,422,
2,8,2,70,322,
1,7,1,69,322,
2,88,2,74,313,
1,6,1,36,322,
2,4,2,70,322,
2,7,1,23,322,
1,7,1,68,423,
1,8,1,64,322,
2,8,1,70,322,
2,10,1,51,322,
2,8,2,76,212,
1,6,2,86,720,
1,7,2,55,322,
1,8,2,25,322,
2,8,2,39,423,
2,7,2,39,610,
1,5,1,28,322,
1,8,1,71,322,
2,9,1,32,322,
2,8,2,55,212,
1,8,1,16,800,
2,88,2,86,423,
1,5,1,65,313,
2,9,2,52,212,
1,5,1,65,212,
8,5,2,81,212,
1,5,2,48,322,
1,0,2,71,720,
1,2,2,41,322,
1,7,1,46,322,
1,7,1,24,322,
2,7,1,36,610,
1,8,2,52,322,
2,8,2,77,212,
2,7,2,38,322,
8,4,1,23,322,
2,6,1,58,322,
1,9,2,22,322,
2,7,2,40,313,
1,3,1,23,313,
2,88,1,16,0,
2,9,2,30,720,
2,8,1,999,322,
1,10,1,81,212,
1,6,2,51,322,
2,9,2,26,322,
1,8,1,76,212,
1,7,1,57,322,
2,10,1,16,212,
2,8,2,51,322,
2,7,2,69,322,
1,5,1,37,423,
2,6,1,48,0,
1,6,1,62,322,
2,6,2,48,322,
2,5,2,35,720,
2,8,2,72,322,
1,7,2,54,212,
2,8,2,76,322,
1,3,2,60,322,
2,6,1,44,212,
1,5,1,54,212,
1,7,1,45,313,
2,7,2,55,520,
2,7,1,28,423,
2,4,2,46,720,
1,2,1,39,423,
1,10,2,78,423,
1,9,2,36,710,
2,8,1,24,423,
1,5,2,78,322,
2,9,2,56,610,
1,7,2,48,322,
2,1,2,49,212,
1,8,1,78,212,
1,9,1,79,322,
2,10,2,70,212,
2,88,2,73,610,
2,0,2,73,520,
2,8,1,32,212,
2,8,2,50,322,
2,8,2,999,212,
2,7,2,65,423,
1,6,2,27,620,
2,7,1,55,322,
2,8,2,44,322,
1,9,1,52,423,
1,9,2,75,610,
2,3,1,29,313,
1,8,2,26,322,
1,1,2,31,322,
1,8,1,59,322,
2,5,2,76,212,
1,9,2,46,322,
1,7,2,24,423,
1,8,1,46,720,
1,9,2,67,322,
2,8,2,46,322,
2,5,2,36,322,
2,7,1,23,313,
1,8,1,80,520,
2,9,1,28,322,
1,9,1,79,720,
1,5,2,32,322,
2,9,2,16,213,
1,9,1,68,322,
2,7,2,39,313,
2,9,1,40,322,
8,7,2,56,322,
2,7,1,36,322,
1,6,2,22,213,
2,7,1,51,322,
2,8,2,75,212,
2,5,2,54,212,
2,9,1,45,322,
1,8,1,34,8888,
2,8,2,42,720,
2,9,2,80,322,
1,10,2,32,322,
1,3,1,37,313,
1,8,2,79,322,
1,2,2,73,322,
1,88,1,56,322,
2,8,2,58,423,
1,8,1,81,322,
1,7,1,50,322,
1,9,1,26,322,
1,7,2,39,212,
2,7,2,50,422,
2,2,1,40,212,
2,8,2,45,720,
2,9,2,24,212,
2,6,2,53,322,
2,8,1,73,322,
2,8,2,62,322,
1,9,1,38,720,
1,9,1,36,322,
2,7,1,46,322,
1,88,2,83,212,
2,5,1,69,322,
2,3,2,55,422,
2,7,1,65,423,
1,6,2,75,322,
2,3,2,66,322,
2,8,1,36,800,
2,4,1,57,322,
2,7,1,57,322,
1,4,2,57,322,
2,7,1,67,520,
1,5,2,78,212,
2,6,2,45,423,
1,10,2,63,720,
2,6,1,24,212,
2,8,2,56,322,
2,8,2,54,322,
2,6,2,51,322,
2,7,2,61,322,
2,8,1,46,322,
1,6,2,64,422,
1,7,1,29,322,
1,10,2,22,322,
1,8,1,34,322,
1,4,2,77,322,
1,7,1,82,113,
2,6,2,78,322,
2,6,1,47,322,
2,7,1,36,212,
1,8,2,61,422,
7,7,2,45,423,
1,7,2,47,322,
2,6,1,55,322,
1,8,1,73,322,
7,4,2,80,610,
2,6,2,54,322,
1,5,2,85,212,
1,8,1,29,710,
2,6,2,48,322,
2,7,2,47,720,
2,9,1,17,212,
2,10,1,61,322,
1,5,1,68,322,
8,9,2,59,423,
1,10,1,70,322,
1,7,1,32,423,
1,4,2,23,322,
2,9,1,39,322,
2,8,1,61,322,
2,6,2,39,313,
1,7,1,71,322,
1,6,2,52,720,
2,9,2,61,322,
2,6,1,68,322,
1,9,1,32,322,
7,88,2,39,212,
1,7,1,77,322,
1,6,2,84,212,
1,5,1,63,212,
2,4,1,37,212,
1,4,2,42,322,
2,8,2,49,313,
1,7,2,50,313,
2,7,1,49,322,
1,9,1,38,322,
1,8,1,59,322,
1,4,2,59,322,
1,7,2,75,212,
1,5,1,27,212,
1,7,1,21,322,
2,6,1,17,212,
2,9,2,36,322,
2,5,2,25,322,
2,8,2,66,423,
2,6,2,60,212,
2,8,1,48,322,
1,7,1,30,322,
2,7,1,51,322,
2,8,1,34,212,
2,5,2,79,322,
2,8,1,28,423,
1,8,1,30,322,
1,7,2,70,322,
1,8,2,39,720,
1,7,1,49,423,
1,4,2,50,212,
2,3,2,50,212,
1,5,1,75,322,
2,9,1,67,322,
8,7,1,44,322,
1,8,2,52,720,
2,7,2,51,610,
2,8,2,24,720,
1,7,1,65,322,
2,9,1,28,322,
1,7,2,40,322,
1,7,2,75,322,
1,7,2,21,322,
2,8,2,21,322,
1,8,1,22,423,
1,4,1,79,212,
2,3,2,48,212,
2,4,1,60,323,
2,6,1,25,610,
1,7,2,76,113,
2,4,2,23,313,
1,7,2,43,610,
1,4,2,61,321,
1,5,1,69,720,
1,8,2,27,610,
2,5,1,36,222,
2,6,1,45,720,
1,4,2,85,323,
1,3,1,54,313,
1,7,2,19,313,
1,7,2,36,423,
2,5,2,36,610,
1,7,2,69,620,
2,8,2,75,113,
1,6,2,28,423,
2,4,2,64,321,
1,6,1,33,710,
2,7,1,17,313,
2,5,2,75,222,
1,8,2,86,421,
1,6,1,44,323,
1,4,2,57,720,
1,6,1,72,113,
2,6,1,19,213,
2,5,1,24,423,
2,8,2,81,0,
2,6,1,61,610,
2,5,2,46,323,
2,6,1,51,321,
8,88,1,16,113,
2,5,2,39,313,
2,4,1,62,0,
2,7,2,33,421,
1,7,1,45,720,
1,8,2,87,323,
1,8,2,64,0,
